,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,TotalIncometrainlog,LoanAmountlog,LoanStatus
287,LP001926,1,1,0,0,0,3704,360.0,1.0,0,8.648922962094131,4.787491742782046,1
288,LP001931,0,0,0,0,0,4124,360.0,1.0,1,8.32457884513685,4.74493212836325,1
289,LP001935,1,0,0,0,0,9508,360.0,1.0,0,9.159888828480085,5.231108616854587,1
290,LP001936,1,1,0,0,0,3075,360.0,1.0,0,8.610865667278873,4.9344739331306915,1
291,LP001938,1,1,2,0,0,4400,360.0,0.0,1,8.389359819906353,4.844187086458591,0
292,LP001940,1,1,2,0,0,3153,360.0,1.0,2,8.45807992692373,4.897839799950911,1
293,LP001945,0,0,0,0,0,5417,480.0,0.0,2,8.597297435657898,4.962844630259907,0
294,LP001947,1,1,0,0,0,2383,360.0,1.0,1,8.651199471263972,5.147494476813453,1
295,LP001949,1,1,3,0,0,4416,360.0,1.0,2,8.642238680390461,4.700480365792417,1
296,LP001953,1,1,1,0,0,6875,360.0,1.0,1,8.835646922534773,5.298317366548036,1
297,LP001954,0,1,1,0,0,4666,360.0,1.0,2,8.448057452581375,4.90527477843843,1
298,LP001955,0,0,0,0,0,5000,480.0,1.0,0,8.928110078202646,5.017279836814924,0
299,LP001963,1,1,1,0,0,2014,360.0,1.0,2,8.504918160540624,4.727387818712341,0
300,LP001964,1,1,0,1,0,1800,360.0,0.0,2,8.46252579007393,4.532599493153256,0
301,LP001972,1,1,0,1,0,2875,360.0,1.0,1,8.439231649946526,4.653960350157523,1
302,LP001974,0,0,0,0,0,5000,360.0,1.0,0,8.517193191416238,4.882801922586371,1
303,LP001977,1,1,1,0,0,1625,360.0,1.0,2,8.13973227971767,4.564348191467836,1
304,LP001978,1,0,0,0,0,4000,360.0,1.0,0,8.779557455883728,4.941642422609304,1
305,LP001990,1,0,0,1,0,2000,360.0,1.0,2,7.600902459542082,4.986425672954842,0
306,LP001993,0,0,0,0,0,3762,360.0,1.0,0,8.59932602095476,4.90527477843843,1
307,LP001994,0,0,0,0,0,2400,360.0,0.0,2,8.35772841676521,4.6443908991413725,0
308,LP001996,1,0,0,0,0,20233,360.0,1.0,0,9.915070213779195,6.173786103901937,0
309,LP001998,1,1,2,1,0,7667,360.0,1.0,0,8.944680683558895,5.220355825078324,1
310,LP002002,0,0,0,0,0,2917,360.0,1.0,1,7.978310969867722,4.430816798843313,1
311,LP002004,1,0,0,1,0,2927,360.0,1.0,1,8.5814816812986,4.709530201312334,1
312,LP002006,0,0,0,0,0,2507,360.0,1.0,0,7.826842098158293,4.02535169073515,1
313,LP002008,1,1,2,0,1,5746,84.0,1.0,0,8.656259239539235,4.969813299576001,1
314,LP002024,1,1,0,0,0,2473,360.0,1.0,0,8.370084326378025,5.0689042022202315,0
315,LP002031,1,1,1,1,0,3399,180.0,1.0,2,8.524962928680598,4.709530201312334,1
316,LP002035,1,1,2,0,0,3717,360.0,1.0,1,8.220672170297252,4.787491742782046,1
317,LP002036,1,1,0,0,0,2058,360.0,1.0,2,8.340933226000878,4.477336814478207,1
318,LP002043,0,0,1,0,0,3541,360.0,1.0,1,8.172164452111904,4.718498871295094,1
319,LP002050,1,1,1,0,1,10000,360.0,1.0,0,9.210340371976184,5.043425116919247,0
320,LP002051,1,1,0,0,0,2400,360.0,1.0,1,8.426611813185,4.74493212836325,1
321,LP002053,1,1,3,0,0,4342,360.0,1.0,1,8.418697944667139,4.820281565605037,1
322,LP002054,1,1,2,1,0,3601,360.0,1.0,0,8.55468163582723,4.986425672954842,1
323,LP002055,0,0,0,0,0,3166,360.0,1.0,0,8.724369949208368,4.882801922586371,1
324,LP002065,1,1,3,0,0,15000,360.0,1.0,0,9.615805480084347,5.703782474656201,1
325,LP002067,1,1,1,0,1,8666,360.0,0.0,0,9.521421537856195,5.929589143389895,0
326,LP002068,1,0,0,0,0,4917,360.0,0.0,0,8.50045386741194,4.867534450455582,1
327,LP002082,1,1,0,0,1,5818,360.0,1.0,1,8.984443032465352,5.214935757608986,1
328,LP002086,0,1,0,0,0,4333,360.0,1.0,2,8.822322177471738,4.700480365792417,0
329,LP002087,0,0,0,0,0,2500,360.0,1.0,2,7.824046010856292,4.204692619390966,1
330,LP002097,1,0,1,0,0,4384,360.0,1.0,2,8.728587995695898,4.762173934797756,1
331,LP002098,1,0,0,0,0,2935,360.0,1.0,1,7.984462732262196,4.584967478670572,1
332,LP002100,1,0,0,0,0,2833,360.0,1.0,2,7.949091499830517,4.2626798770413155,1
333,LP002101,1,1,0,0,0,63337,180.0,1.0,2,11.05622495553552,6.194405391104672,1
334,LP002103,1,1,1,0,1,9833,180.0,1.0,2,9.364433907313582,5.204006687076795,1
335,LP002106,1,1,0,0,1,5503,360.0,1.0,1,9.209640126861789,4.248495242049359,1
336,LP002110,1,1,1,0,0,5250,360.0,1.0,0,8.689127655323706,5.075173815233827,1
337,LP002112,1,1,2,0,1,2500,360.0,1.0,0,8.867850063029406,5.170483995038151,1
338,LP002113,0,0,3,1,0,1830,360.0,0.0,2,7.512071245835466,4.986425672954842,0
339,LP002114,0,0,0,0,0,4160,360.0,1.0,1,8.333270353255308,4.2626798770413155,1
340,LP002115,1,1,3,1,0,2647,360.0,1.0,0,8.350902451694811,5.153291594497779,0
341,LP002116,0,0,0,0,0,2378,360.0,1.0,0,7.774015077250727,3.828641396489095,0
342,LP002119,1,1,1,1,0,4554,360.0,1.0,2,8.662677858158219,5.062595033026967,1
343,LP002126,1,1,3,1,0,3173,360.0,1.0,1,8.062432791583195,4.30406509320417,1
344,LP002128,1,1,2,0,0,2583,360.0,1.0,0,8.499640032168648,4.8283137373023015,1
345,LP002129,1,1,0,0,0,2499,360.0,1.0,1,8.508555998020574,5.075173815233827,1
346,LP002130,1,1,0,1,0,3523,360.0,0.0,0,8.817742129574842,5.0238805208462765,0
347,LP002131,1,1,2,1,0,3083,360.0,1.0,2,8.566173813637858,4.836281906951478,1
348,LP002137,1,1,0,0,0,6333,360.0,1.0,1,9.29798488182823,5.556828061699537,1
349,LP002138,1,1,0,0,0,2625,360.0,1.0,0,9.090993614343617,5.231108616854587,1
350,LP002139,1,1,0,0,0,9083,360.0,1.0,1,9.114159813502214,5.429345628954441,1
351,LP002140,1,0,0,0,0,8750,360.0,1.0,0,9.466299552232016,5.730099782973574,0
352,LP002141,1,1,3,0,0,2666,360.0,1.0,0,8.465689348549121,4.553876891600541,1
353,LP002142,0,1,0,0,1,5500,360.0,0.0,0,8.612503371220562,4.653960350157523,0
354,LP002143,0,1,0,0,0,2423,360.0,1.0,1,7.982074875081202,4.867534450455582,1
355,LP002144,0,0,0,0,0,3813,180.0,1.0,2,8.246171559857563,4.7535901911063645,1
356,LP002149,1,1,2,0,0,8333,360.0,1.0,0,9.350102314351341,5.10594547390058,1
357,LP002151,1,1,1,0,0,3875,360.0,1.0,2,8.262300941787448,4.204692619390966,0
358,LP002158,1,1,0,1,0,3000,480.0,0.0,2,8.448057452581375,4.605170185988092,0
359,LP002160,1,1,3,0,0,5167,360.0,1.0,1,9.0280988119824,5.298317366548036,1
360,LP002161,0,0,1,0,0,4723,360.0,1.0,1,8.460199469896118,4.394449154672439,0
361,LP002170,1,1,2,0,0,5000,360.0,1.0,1,9.067277989134345,5.4638318050256105,1
362,LP002175,1,1,0,0,0,4750,360.0,1.0,2,8.865452825753623,4.867534450455582,1
363,LP002178,1,1,0,0,0,3013,300.0,1.0,2,8.707152175339404,4.553876891600541,1
364,LP002180,1,0,0,0,1,6822,360.0,1.0,0,8.82790796297859,4.948759890378168,1
365,LP002181,1,0,0,1,0,6216,360.0,1.0,0,8.734881892047483,4.890349128221754,0
366,LP002187,1,0,0,0,0,2500,480.0,1.0,1,7.824046010856292,4.564348191467836,0
367,LP002188,1,0,0,0,0,5124,360.0,0.0,0,8.541690663016626,4.820281565605037,0
368,LP002190,1,1,1,0,0,6325,360.0,1.0,1,8.752265313595721,5.1647859739235145,1
369,LP002191,1,1,0,0,0,19730,360.0,1.0,0,10.126471091048971,6.345636360828596,0
370,LP002194,0,0,0,0,1,15759,360.0,1.0,1,9.665166909622071,4.007333185232471,1
371,LP002197,1,1,2,0,0,5185,360.0,1.0,1,8.553525120663627,5.043425116919247,1
372,LP002201,1,1,2,0,1,9323,300.0,1.0,0,9.752432077616172,5.940171252720432,1
373,LP002205,1,0,1,0,0,3062,180.0,0.0,2,8.526945482858915,4.709530201312334,0
374,LP002209,0,0,0,0,0,2764,360.0,1.0,2,8.348301054933943,4.700480365792417,1
375,LP002211,1,1,0,0,0,4817,180.0,1.0,2,8.655214489313613,4.787491742782046,1
376,LP002219,1,1,3,0,0,8750,360.0,1.0,0,9.52850315168155,4.867534450455582,1
377,LP002223,1,1,0,0,0,4310,360.0,1.0,1,8.368693183097793,4.867534450455582,1
378,LP002224,1,0,0,0,0,3069,480.0,1.0,2,8.029107054619736,4.2626798770413155,0
379,LP002225,1,1,2,0,0,5391,360.0,1.0,2,8.592486175451668,4.867534450455582,1
380,LP002226,1,1,0,0,0,3333,360.0,1.0,1,8.671286726753637,4.852030263919617,1
381,LP002229,1,0,0,0,0,5941,360.0,1.0,1,9.227492430793749,5.69035945432406,1
382,LP002231,0,0,0,0,0,6000,360.0,1.0,2,8.699514748210191,5.049856007249537,1
383,LP002234,1,0,0,0,1,7167,360.0,1.0,2,8.877242435993919,4.852030263919617,1
384,LP002236,1,1,2,0,0,4566,360.0,1.0,2,8.42639282708974,4.605170185988092,0
385,LP002237,1,0,1,0,0,3667,180.0,1.0,2,8.207129168071326,4.727387818712341,1
386,LP002239,1,0,0,1,0,2346,360.0,1.0,1,8.28045768658256,4.882801922586371,1
387,LP002243,1,1,0,1,0,3010,360.0,0.0,2,8.72355674269043,4.986425672954842,0
388,LP002244,1,1,0,0,0,2333,360.0,1.0,2,8.465899897028686,4.912654885736052,1
389,LP002250,1,1,0,0,0,5488,360.0,1.0,0,8.610319169405722,4.8283137373023015,1
390,LP002255,1,0,3,0,0,9167,360.0,1.0,0,9.123365357961776,5.220355825078324,1
391,LP002262,1,1,3,0,0,9504,360.0,1.0,0,9.159468041602427,5.616771097666572,1
392,LP002263,1,1,0,0,0,2583,360.0,1.0,2,8.454892165218858,4.787491742782046,1
393,LP002265,1,1,2,1,0,1993,180.0,1.0,1,8.193676665955241,4.727387818712341,1
394,LP002266,1,1,2,0,0,3100,360.0,1.0,2,8.411832675758411,4.727387818712341,1
395,LP002272,1,1,2,0,0,3276,360.0,1.0,1,8.23217423638394,4.90527477843843,1
396,LP002277,0,0,0,0,0,3180,360.0,0.0,2,8.064636475774222,4.2626798770413155,0
397,LP002281,1,1,0,0,0,3033,360.0,1.0,2,8.410053315858335,4.553876891600541,1
398,LP002284,1,0,0,1,0,3902,360.0,1.0,0,8.624791202014256,4.6913478822291435,1
399,LP002287,0,0,0,0,0,1500,360.0,0.0,1,8.101677747454572,4.634728988229636,0
400,LP002288,1,1,2,1,0,2889,180.0,0.0,2,7.968665700466235,3.8066624897703196,0
401,LP002296,1,0,0,1,0,2755,300.0,1.0,0,7.9211727215870145,4.174387269895637,0
402,LP002297,1,0,0,0,0,2500,360.0,1.0,1,10.021270588192511,4.634728988229636,1
403,LP002300,0,0,0,1,0,1963,360.0,1.0,1,7.5822291942764615,3.970291913552122,1
404,LP002301,0,0,0,0,1,7441,360.0,1.0,0,8.914760527397261,5.267858159063328,0
405,LP002305,0,0,0,0,0,4547,360.0,1.0,1,8.42222295382501,4.74493212836325,1
406,LP002308,1,1,0,1,0,2167,360.0,1.0,2,8.426611813185,4.74493212836325,1
407,LP002314,0,0,0,1,0,2213,360.0,1.0,0,7.70210434005105,4.189654742026425,1
408,LP002315,1,1,1,0,0,8300,300.0,0.0,1,9.02401079378469,5.0238805208462765,0
409,LP002317,1,1,3,0,0,81000,360.0,0.0,0,11.302204433654575,5.886104031450156,0
410,LP002318,0,0,1,1,1,3867,360.0,1.0,1,8.260234291607297,4.127134385045092,0
411,LP002319,1,1,0,0,0,6256,360.0,1.0,2,8.741296282225147,5.075173815233827,1
412,LP002328,1,1,0,1,0,6096,360.0,0.0,0,8.715388097366482,5.384495062789089,0
413,LP002332,1,1,0,1,0,2253,360.0,1.0,0,8.363109176033522,4.700480365792417,1
414,LP002335,0,1,0,1,0,2149,360.0,0.0,1,8.591558273371545,5.181783550292085,0
415,LP002337,0,0,0,0,0,2995,360.0,1.0,2,8.00469951054955,4.0943445622221,1
416,LP002341,0,0,1,0,0,2600,360.0,1.0,2,7.8632667240095735,5.075173815233827,0
417,LP002342,1,1,2,0,1,1600,360.0,1.0,2,9.980448593672257,5.476463551931511,0
418,LP002345,1,1,0,0,0,1025,360.0,1.0,0,8.242229891372231,4.718498871295094,1
419,LP002347,1,1,0,0,0,3246,360.0,1.0,1,8.44741429680832,4.927253685157205,1
420,LP002348,1,1,0,0,0,5829,360.0,1.0,0,8.67060073804555,4.927253685157205,1
421,LP002357,0,0,0,1,0,2720,360.0,0.0,2,7.908387159290043,4.382026634673881,0
422,LP002361,1,1,0,0,0,1820,360.0,1.0,2,8.171599480345463,4.605170185988092,1
423,LP002362,1,1,1,0,0,7250,360.0,0.0,2,9.095714846134879,4.700480365792417,0
424,LP002364,1,1,0,0,0,14880,360.0,1.0,1,9.607773308387083,4.564348191467836,1
425,LP002366,1,1,0,0,0,2666,360.0,1.0,0,8.848796450925947,4.795790545596741,1
426,LP002367,0,0,1,1,0,4606,360.0,1.0,0,8.43511508038063,4.394449154672439,0
427,LP002368,1,1,2,0,0,5935,360.0,1.0,1,8.688622307043769,4.890349128221754,1
428,LP002369,1,1,0,0,0,2920,360.0,1.0,0,7.984844261119869,4.465908118654584,1
429,LP002370,1,0,0,1,0,2717,180.0,1.0,2,7.907283609426348,4.0943445622221,1
430,LP002377,0,0,1,0,1,8624,360.0,1.0,1,9.06230429314878,5.0106352940962555,1
431,LP002379,1,0,0,0,0,6500,360.0,0.0,0,8.779557455883728,4.653960350157523,0
432,LP002386,1,0,0,0,0,12876,360.0,1.0,1,9.463120392418698,6.003887067106539,1
433,LP002387,1,1,0,0,0,2425,360.0,1.0,1,8.469052816088302,4.962844630259907,1
434,LP002390,1,0,0,0,0,3750,360.0,1.0,2,8.229511118964457,4.605170185988092,1
435,LP002393,0,1,0,0,0,10047,240.0,1.0,1,9.215029361462314,4.986425672954842,1
436,LP002398,1,0,0,0,0,1926,360.0,1.0,1,8.236685322712457,3.912023005428146,1
437,LP002401,1,1,0,0,0,2213,360.0,1.0,2,8.11312710422178,4.986425672954842,1
438,LP002403,1,0,0,0,1,10416,360.0,0.0,2,9.251098364448351,5.231108616854587,0
439,LP002407,0,1,0,1,1,7142,360.0,1.0,0,8.873748128154395,4.927253685157205,1
440,LP002408,1,0,0,0,0,3660,360.0,1.0,1,9.07383312732152,5.231108616854587,1
441,LP002409,1,1,0,0,0,7901,360.0,1.0,0,9.1833801903934,5.19295685089021,1
442,LP002418,1,0,3,1,0,4707,360.0,1.0,1,8.809862805379057,4.997212273764115,1
443,LP002422,1,0,1,0,0,37719,360.0,1.0,1,10.537919225261291,5.0238805208462765,1
444,LP002424,1,1,0,0,0,7333,300.0,1.0,0,9.659248037927183,5.1647859739235145,1
445,LP002429,1,1,1,0,1,3466,360.0,1.0,0,8.450198322591959,4.867534450455582,1
446,LP002434,1,1,2,1,0,4652,360.0,1.0,0,8.445052513638554,4.700480365792417,1
447,LP002435,1,1,0,0,0,3539,360.0,1.0,0,8.500047032581268,4.007333185232471,0
448,LP002443,1,1,2,0,0,3340,360.0,0.0,0,8.527143522269405,5.0106352940962555,0
449,LP002444,1,0,1,1,1,2769,360.0,1.0,1,8.368925174747135,5.247024072160486,0
450,LP002446,1,1,2,1,0,2309,360.0,0.0,0,8.1786387885907,4.8283137373023015,0
451,LP002447,1,1,2,1,0,1958,300.0,1.0,2,8.135639903354386,4.0943445622221,1
452,LP002448,1,1,0,0,0,3948,360.0,0.0,0,8.644882552557126,5.003946305945459,0
453,LP002449,1,1,0,0,0,2483,180.0,0.0,0,8.506940814951886,4.499809670330265,1
454,LP002453,1,0,0,0,1,7085,360.0,1.0,1,8.865735152124781,4.430816798843313,1
455,LP002455,1,1,2,0,0,3859,360.0,1.0,1,8.258163361537619,4.564348191467836,1
456,LP002459,1,1,0,0,0,4301,360.0,1.0,2,8.366602832783736,4.770684624465665,1
457,LP002467,1,1,0,0,0,3708,360.0,1.0,2,8.744647438317532,5.153291594497779,0
458,LP002472,1,0,2,0,0,4354,360.0,1.0,0,8.378850241794492,4.912654885736052,1
459,LP002473,1,1,0,0,0,8334,360.0,1.0,1,9.0280988119824,5.075173815233827,0
460,LP002478,1,1,0,0,1,2083,360.0,1.0,1,8.726805608446096,5.075173815233827,1
461,LP002484,1,1,3,0,0,7740,180.0,1.0,2,8.954156966583772,4.852030263919617,1
462,LP002487,1,1,0,0,0,3015,360.0,1.0,0,8.556990661290303,5.030437921392435,1
463,LP002489,0,0,1,1,0,5191,360.0,1.0,1,8.55468163582723,4.882801922586371,1
464,LP002493,1,0,0,0,0,4166,360.0,0.0,1,8.334711621820917,4.584967478670572,0
465,LP002494,1,0,0,0,0,6000,360.0,1.0,0,8.699514748210191,4.941642422609304,1
466,LP002500,1,1,3,1,0,2947,180.0,0.0,2,8.436200032206706,4.248495242049359,0
467,LP002501,1,1,0,0,0,16692,360.0,1.0,1,9.722684841711443,4.700480365792417,1
468,LP002502,0,1,2,1,0,210,360.0,1.0,1,8.047829357457841,4.584967478670572,1
469,LP002505,1,1,0,0,0,4333,360.0,1.0,2,8.822322177471738,4.700480365792417,0
470,LP002515,1,1,1,0,1,3450,360.0,1.0,1,8.617762246337932,5.087596335232384,1
471,LP002517,1,1,1,1,0,2653,180.0,0.0,0,8.331586243630754,4.727387818712341,0
472,LP002519,1,1,3,0,0,4691,360.0,1.0,1,8.453401058328458,4.605170185988092,1
473,LP002522,0,0,0,0,1,2500,360.0,1.0,2,7.824046010856292,4.532599493153256,1
474,LP002524,1,0,2,0,0,5532,360.0,1.0,0,9.228180290104513,5.087596335232384,1
475,LP002527,1,1,2,0,1,16525,360.0,1.0,0,9.772182251758139,5.0106352940962555,1
476,LP002529,1,1,2,0,0,6700,300.0,1.0,1,9.041921720351219,5.438079308923196,1
477,LP002530,1,1,2,0,0,2873,360.0,0.0,1,8.464846711044029,4.882801922586371,0
478,LP002531,1,1,1,0,1,16667,360.0,1.0,1,9.847816267665664,4.454347296253507,1
479,LP002533,1,1,2,0,0,2947,360.0,1.0,2,8.422882511944996,4.986425672954842,0
480,LP002534,0,0,0,1,0,4350,360.0,1.0,0,8.37793112408273,5.0369526024136295,1
481,LP002536,1,1,3,1,0,3095,360.0,1.0,0,8.037543185118697,4.727387818712341,1
482,LP002537,1,1,0,0,0,2083,360.0,1.0,1,8.562740006372207,4.852030263919617,1
483,LP002541,1,1,0,0,0,10833,360.0,1.0,1,9.290352309945568,5.455321115357702,1
484,LP002543,1,1,2,0,0,8333,360.0,1.0,1,9.027978814382207,5.5053315359323625,1
485,LP002544,1,1,1,1,0,1958,360.0,1.0,0,8.387995252944556,4.875197323201151,1
486,LP002545,1,0,2,0,0,3547,360.0,0.0,0,8.173857454773621,4.382026634673881,0
487,LP002547,1,1,1,0,0,18333,360.0,1.0,2,9.816457993563025,6.214608098422191,0
488,LP002555,1,1,2,0,1,4583,360.0,1.0,1,8.804775258867686,5.075173815233827,1
489,LP002556,1,0,0,0,0,2435,360.0,1.0,2,7.79770203551669,4.31748811353631,0
490,LP002560,1,0,0,1,0,2699,360.0,1.0,1,8.609590040682205,4.564348191467836,1
491,LP002562,1,1,1,1,0,5333,360.0,1.0,2,8.774003600200931,5.225746673713202,1
492,LP002571,1,0,0,1,0,3691,360.0,1.0,0,8.213652703029998,4.700480365792417,1
493,LP002582,0,0,0,1,1,17263,360.0,1.0,1,9.756320761816548,5.41610040220442,1
494,LP002585,1,1,0,0,0,3597,360.0,0.0,0,8.657650544111494,4.77912349311153,0
495,LP002586,0,1,1,0,0,3326,84.0,1.0,1,8.352082671352637,4.653960350157523,1
496,LP002587,1,1,0,1,0,2600,360.0,1.0,0,8.366370301681654,4.672828834461906,1
497,LP002588,1,1,0,0,0,4625,12.0,1.0,2,8.920255414908091,4.709530201312334,1
498,LP002600,1,1,1,0,1,2895,360.0,1.0,1,7.970740390007095,4.553876891600541,1
499,LP002602,1,0,0,0,0,6283,360.0,0.0,0,9.277905558138606,5.342334251964811,0
500,LP002603,0,0,0,0,0,645,480.0,1.0,0,8.372860820526318,4.727387818712341,1
501,LP002606,0,0,0,0,0,3159,360.0,1.0,1,8.058010800802085,4.605170185988092,1
502,LP002615,1,1,2,0,0,4865,360.0,1.0,1,9.258082367961604,5.337538079701318,1
503,LP002618,1,1,1,1,0,4050,360.0,1.0,0,9.143345503151904,4.927253685157205,0
504,LP002619,1,1,0,1,0,3814,300.0,1.0,1,8.574895901544526,4.820281565605037,1
505,LP002622,1,1,2,0,0,3510,360.0,1.0,0,8.97790377375038,5.493061443340548,1
506,LP002624,1,1,0,0,0,20833,360.0,1.0,2,10.221941283654663,6.173786103901937,1
507,LP002625,1,0,0,0,0,3583,360.0,1.0,2,8.183955717304954,4.564348191467836,0
508,LP002626,1,1,0,0,1,2479,360.0,1.0,2,8.61104776688786,5.236441962829949,1
509,LP002634,0,0,1,0,0,13262,360.0,1.0,2,9.492658081928813,3.6888794541139363,1
510,LP002637,1,0,0,1,0,3598,360.0,1.0,0,8.493924564476883,4.605170185988092,0
511,LP002640,1,1,1,0,0,6065,360.0,1.0,1,8.995784837848506,5.521460917862246,1
512,LP002643,1,1,2,0,0,3283,360.0,1.0,2,8.578852571802965,4.997212273764115,1
513,LP002648,1,1,0,0,0,2130,180.0,1.0,1,9.082052351674651,4.248495242049359,0
514,LP002652,1,0,0,0,0,5815,360.0,1.0,0,9.15704507491796,5.739792912179234,0
515,LP002659,1,1,3,0,0,3466,360.0,1.0,0,8.83840674707681,5.0106352940962555,1
516,LP002670,0,1,2,0,0,2031,480.0,1.0,1,8.206037762778815,4.727387818712341,1
517,LP002682,1,1,0,1,0,3074,360.0,0.0,1,8.491670234185152,4.812184355372417,0
518,LP002683,1,0,0,0,0,4683,360.0,1.0,1,8.794521851788527,5.220355825078324,0
519,LP002684,0,0,0,1,0,3400,360.0,1.0,0,8.131530710604252,4.553876891600541,0
520,LP002689,1,1,2,1,0,2192,360.0,1.0,1,8.277411998949004,3.8066624897703196,1
521,LP002690,1,0,0,0,0,2500,360.0,1.0,1,7.824046010856292,4.007333185232471,1
522,LP002692,1,1,3,0,1,5677,360.0,1.0,0,8.867990898182093,4.605170185988092,1
523,LP002693,1,1,2,0,1,7948,360.0,1.0,0,9.623376745580666,6.173786103901937,1
524,LP002697,1,0,0,0,0,4680,360.0,1.0,1,8.819813136232225,4.986425672954842,0
525,LP002699,1,1,2,0,1,17500,360.0,1.0,0,9.769956159911606,5.991464547107982,1
526,LP002705,1,1,0,0,0,3775,360.0,1.0,1,8.236155661683124,4.700480365792417,1
527,LP002706,1,1,1,1,0,5285,360.0,0.0,1,8.812099108957337,5.081404364984463,1
528,LP002714,1,0,1,1,0,2679,360.0,1.0,1,8.289288323000317,4.543294782270004,1
529,LP002716,1,0,0,1,0,6783,360.0,1.0,1,8.82217476094608,4.867534450455582,1
530,LP002717,1,1,0,0,0,1025,360.0,1.0,0,8.783396232190894,5.375278407684165,1
531,LP002720,1,1,3,0,0,4281,360.0,1.0,2,8.361941906144946,4.605170185988092,1
532,LP002723,1,0,2,0,0,3588,360.0,0.0,0,8.185350223178686,4.700480365792417,0
533,LP002729,1,0,1,0,0,11250,360.0,1.0,1,9.328123407632566,5.278114659230517,0
534,LP002731,0,0,0,1,1,18165,360.0,1.0,2,9.807251944655302,4.8283137373023015,1
535,LP002732,1,0,0,1,0,2550,360.0,1.0,0,8.432070937999402,4.836281906951478,1
536,LP002734,1,1,0,0,0,6133,360.0,1.0,2,9.214232786691527,5.780743515792329,1
537,LP002738,1,0,2,0,0,3617,360.0,1.0,1,8.193400231952097,4.672828834461906,1
538,LP002739,1,1,0,1,0,2917,360.0,1.0,0,8.146998697389993,4.189654742026425,0
539,LP002740,1,1,3,0,0,6417,180.0,1.0,0,8.766705997750515,5.056245805348308,1
540,LP002741,0,1,1,0,0,4608,180.0,1.0,1,8.916371914881694,4.941642422609304,1
541,LP002743,0,0,0,0,0,2138,360.0,0.0,1,7.6676260915849905,4.59511985013459,0
542,LP002753,0,0,1,0,0,3652,360.0,1.0,1,8.20303024171486,4.553876891600541,1
543,LP002755,1,1,1,1,0,2239,360.0,1.0,2,8.46863300080086,4.852030263919617,1
544,LP002757,0,1,0,1,0,3017,360.0,1.0,1,8.210668031162976,4.624972813284271,1
545,LP002767,1,1,0,0,0,2768,360.0,1.0,0,8.45914025996762,5.043425116919247,1
546,LP002768,1,0,0,1,0,3358,36.0,1.0,1,8.119100837637486,4.382026634673881,0
547,LP002772,1,0,0,0,0,2526,360.0,1.0,0,8.368461137615839,4.976733742420574,1
548,LP002776,0,0,0,0,0,5000,360.0,0.0,1,8.517193191416238,4.634728988229636,0
549,LP002777,1,1,0,0,0,2785,360.0,1.0,0,8.476579508530941,4.700480365792417,1
550,LP002778,1,1,2,0,1,6633,360.0,0.0,0,8.799812469525556,4.986425672954842,0
551,LP002784,1,1,1,1,0,2492,360.0,1.0,0,8.490233009833455,4.986425672954842,1
552,LP002785,1,1,1,0,0,3333,360.0,1.0,2,8.792245847467877,5.062595033026967,1
553,LP002788,1,1,0,1,0,2454,360.0,0.0,2,8.473659189392508,5.198497031265826,0
554,LP002789,1,1,0,0,0,3593,180.0,0.0,0,8.969414650866176,4.882801922586371,0
555,LP002792,1,1,1,0,0,5468,360.0,1.0,1,8.779557455883728,3.258096538021482,1
556,LP002794,0,0,0,0,0,2667,360.0,1.0,2,8.36450810375059,4.430816798843313,1
557,LP002795,1,1,3,0,1,10139,360.0,1.0,1,9.22414465295258,5.560681631015528,1
558,LP002798,1,1,0,0,0,3887,360.0,1.0,1,8.78813593986372,5.087596335232384,1
559,LP002804,0,1,0,0,0,4180,360.0,1.0,1,8.777401286867264,5.204006687076795,1
560,LP002807,1,1,2,1,0,3675,360.0,1.0,1,8.27308133366583,4.68213122712422,1
561,LP002813,0,1,1,0,1,19484,360.0,1.0,1,9.877348894926433,6.396929655216146,1
562,LP002820,1,1,0,0,0,5923,360.0,1.0,0,8.984317679911129,5.351858133476067,1
563,LP002821,1,0,0,1,1,5800,360.0,1.0,1,8.66561319653451,4.882801922586371,1
564,LP002832,1,1,2,0,0,8799,360.0,0.0,2,9.08239335764556,5.552959584921617,0
565,LP002833,1,1,0,1,0,4467,360.0,1.0,0,8.404472321352118,4.787491742782046,1
566,LP002836,1,0,0,0,0,3333,360.0,1.0,2,8.11162807830774,4.248495242049359,1
567,LP002837,1,1,3,0,0,3400,360.0,0.0,0,8.68270762989381,4.812184355372417,0
568,LP002840,0,0,0,0,0,2378,360.0,1.0,2,7.774015077250727,2.1972245773362196,0
569,LP002841,1,1,0,0,0,3166,360.0,0.0,2,8.56216655705897,4.6443908991413725,0
570,LP002842,1,1,1,0,0,3417,360.0,1.0,2,8.550047528287184,5.225746673713202,1
571,LP002847,1,1,0,0,0,5116,360.0,0.0,2,8.789812386190972,5.10594547390058,0
572,LP002855,1,1,2,0,0,16666,360.0,1.0,2,9.721125994942152,5.616771097666572,1
573,LP002862,1,1,2,1,0,6125,480.0,1.0,1,8.955448122347393,5.231108616854587,0
574,LP002863,1,1,3,0,0,6406,360.0,1.0,1,8.764990330169104,5.0106352940962555,0
575,LP002868,1,1,2,0,0,3159,84.0,1.0,2,8.194229304819817,4.68213122712422,1
